Acciones,Código solicitud,Código unico,Estado operación,Departamento,Municipio,Fecha aprobación,Dirección,Autoridad de tránsito,Jurisdicción,Infracciones,Velocidad,Tipo de tecnología,Tipo de instalación,Nombre equipo,Latitud,Longitud,Código equipo,Resolución de renovación,Fecha radicación de renovación,Fecha de notificación,Fecha de recurso,Fecha resolución de recurso,Fecha de aprobación final,Fecha finalización de prórroga,Fecha inicio de operación,Fecha finalización inicial
,SOL0000015044,CU000000000332,Autorizada instalar,SANTANDER,BARRANCABERMEJA,27/04/2026,Transversal 48 con diagonal 60(Oriente-Occidente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",10,Video Detección (Con Analítica de Video),Fijo,Disp7B,7.075053,-73.826861,,,,,,,,,,25/04/2031
,SOL0000015044,CU000000000333,Autorizada instalar,SANTANDER,BARRANCABERMEJA,27/04/2026,Transversal 48 por Diagonal 60 (Occidente-Oriente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",10,Video Detección (Con Analítica de Video),Fijo,Disp7A,7.075313,-73.827467,,,,,,,,,,24/04/2031
,SOL0000014965,CU000000000804,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,21/04/2026,AV NQS - CL 9 (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Video Detección (Con Analítica de Video),Fijo,DEI46CAM3,4.609685,-74.095247,,,,,,,,,,20/04/2031
,SOL0000014965,CU000000000803,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,21/04/2026,AV NQS - CL 9 (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI46CAM4,4.609685,-74.095247,,,,,,,,,,20/04/2031
,SOL0000014965,CU000000000802,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,21/04/2026,AV NQS - CL 9 (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Video Detección (Con Analítica de Video),Fijo,DEI46CAM1,4.610038,-74.095511,,,,,,,,,,20/04/2031
,SOL0000014965,CU000000000801,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,21/04/2026,AV NQS - CL 9 (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI46CAM2,4.610038,-74.095511,,,,,,,,,,20/04/2031
,SOL0000014944,CU000000000789,Autorizada instalar,ATLANTICO,SABANAGRANDE,13/04/2026,"ruta nacional 2516, PR 66+950, sentido este-oeste",SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE  DE SABANAGRANDE - ATLANTICO,Municipal,"C24, C29, C35, D02",40,Radar Doppler,Fijo,Sabana01,10.817805,-74.764081,,,,,,,,,,12/04/2031
,SOL0000014946,CU000000000788,Autorizada instalar,ANTIOQUIA,CALDAS,10/04/2026,Ruta 6003PR 93+484 sentidor norte-sur,SECRETARIA DE MOVILIDAD DE CALDAS ANTIOQUIA,Municipal,"C24, C29, C35, D02, D05",80,Radar Doppler,Fijo,PORVENIR1,6.05951863,-75.63984564,,,,,,,,,,09/04/2031
,SOL0000014945,CU000000000787,Autorizada instalar,ATLANTICO,SABANAGRANDE,10/04/2026,"Ruta Nacional 25ATA PR 7+400, sentido este-oeste",SECRETARIA MUNICIPAL DE TRANSITO Y TRANSPORTE  DE SABANAGRANDE - ATLANTICO,Municipal,"C24, C29, C35, D02",90,Radar Doppler,Fijo,sabana02,10.778728,-74.765498,,,,,,,,,,09/04/2031
,SOL0000014844,CU000000000533,Autorizada instalar,VALLE DEL CAUCA,SAN PEDRO (VALLE),08/04/2026,"Troncal de Occidente  Codigo 2505, Km 83+600  SENTIDO SUR - NORTE",SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C26, C29, C35, D02, D05",80,Radar Doppler,Móvil,0X00031753,4.009152,-76.223256,,,,,,,,,,07/04/2031
,SOL0000014844,CU000000000530,Autorizada instalar,VALLE DEL CAUCA,SAN PEDRO (VALLE),08/04/2026,"Troncal de Occidente, Codigo 2505 Km 83+600 sentido Norte - Sur",SECRETARÍA DE MOVILIDAD Y TRANSPORTE DEL VALLE DEL CAUCA - GOBERNACIÓN DEL VALLE,Departamental,"C24, C26, C29, C35, D02, D05",80,Radar Doppler,Móvil,0X00031748,4.009307,-76.223477,,,,,,,,,,07/04/2031
,SOL0000014766,CU000000000786,Autorizada instalar,CUNDINAMARCA,GRANADA,06/04/2026,"la Ruta Nacional 4005, PR 97+500, Sentido Norte – Sur (Bogotá - Girardot)",SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C24, C26, C29, C35, D02, D05",70,Radar Doppler,Móvil,ROT32F2D,4.52644,-74.34846,,,,,,,,,,05/04/2031
,SOL0000015204,CU000000000515,Autorizada instalar,CESAR,SAN ALBERTO,01/04/2026,VÍA SAN ALBERTO-LAMATA RUTA 4514 PR 1+538 SENTIDO NORTE-SUR,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C24, C29, C35, D02, D05, D07",90,Radar Doppler,Fijo,C1NS,7.784845,-73.402372,,,,,,,,,,31/03/2031
,SOL0000015204,CU000000000515,Autorizada instalar,CESAR,SAN ALBERTO,01/04/2026,VÍA SAN ALBERTO-LAMATA RUTA 4514 PR 1+518 SENTIDO SUR-NORTE,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C24, C29, C35, D02, D05, D07",90,Radar Doppler,Fijo,C1SN,7.784899,-73.402025,,,,,,,,,,31/03/2031
,SOL0000014924,CU000000000783,Autorizada instalar,CESAR,LA PAZ,31/03/2026,RN Troncal del Carbón 4901 Km 137+706,SECRETARIA DE TRANSITO MUNICIPAL DE LA PAZ,Municipal,"C24, C29, C35, D02, D05, D06",60,Video Detección (Con Analítica de Video),Fijo,LAPAZ3,10.3707111,-73.17718333,,,,,,,,,,30/03/2031
,SOL0000015224,CU000000000782,Autorizada instalar,CESAR,EL COPEY,26/03/2026,VÍA BOSCONIA-RÍO ARIGUANÍ RUTA 4517 PR 33+237 SENTIDO NORTE-SUR,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C24, C29, C35, D02, D05",90,Radar Doppler,Fijo,C3NS,10.248391,-74.005596,,,,,,,,,,25/03/2031
,SOL0000015224,CU000000000781,Autorizada instalar,CESAR,EL COPEY,26/03/2026,VÍA BOSCONIA-RÍO ARIGUANÍ RUTA 4517 PR 33+237 SENTIDO SUR-NORTE,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C24, C29, C35, D02, D05",90,Radar Doppler,Fijo,C3SN,10.248567,-74.005349,,,,,,,,,,25/03/2031
,SOL0000014884,CU000000000780,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,26/03/2026,AV El DORADO - CR 17 (E-O),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI51CAM2,4.617928,-74.074356,,,,,,,,,,25/03/2031
,SOL0000014884,CU000000000779,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,26/03/2026,AV El DORADO - CR 17 (E-O),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI51CAM1,4.617928,-74.074356,,,,,,,,,,25/03/2031
,SOL0000014804,CU000000000358,Autorizada instalar,SANTANDER,BARRANCABERMEJA,26/03/2026,Calle 48 con Carrera 28 (Sentido Oriente-Occidente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C02, C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp4C,7.05939,-73.85083,,,,,,,,,,25/03/2031
,SOL0000014804,CU000000000356,Autorizada instalar,SANTANDER,BARRANCABERMEJA,26/03/2026,Carrera 28 con Calle 48(Sentido Norte-Sur),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C02, C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp4B,7.05948,-73.85131,,,,,,,,,,25/03/2031
,SOL0000014804,CU000000000357,Autorizada instalar,SANTANDER,BARRANCABERMEJA,26/03/2026,Carrera 28 con Calle 48 (Sentido Sur-Norte),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C02, C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp4A,7.05888,-73.85098,,,,,,,,,,25/03/2031
,SOL0000014906,CU000000000773,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,25/03/2026,AV El DORADO - CR 25 (O-E),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI52CAM1,4.621358,-74.077199,,,,,,,,,,24/03/2031
,SOL0000014906,CU000000000772,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,25/03/2026,AV El DORADO - CR 25 (O-E),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI52CAM2,4.621358,-74.077199,,,,,,,,,,24/03/2031
,SOL0000014984,CU000000000771,Autorizada instalar,ANTIOQUIA,BELLO,24/03/2026,Ruta 6004 PR 03+500 sentido sureste-noroeste,SECRETARÍA DE MOVILIDAD DE BELLO,Municipal,"C14, C24, C29, C35, D02, D05",70,Radar Doppler,Fijo,CROACIA2,6.32185646,-75.53420233,,,,,,,,,,23/03/2031
,SOL0000014984,CU000000000770,Autorizada instalar,ANTIOQUIA,BELLO,24/03/2026,Ruta 6004 PR 03+500 sentido noroeste-sureste,SECRETARÍA DE MOVILIDAD DE BELLO,Municipal,"C14, C24, C29, C35, D02, D05",70,Radar Doppler,Fijo,CROACIA1,6.32185646,-75.53420233,,,,,,,,,,23/03/2031
,SOL0000015225,CU000000000769,Autorizada instalar,CESAR,EL COPEY,24/03/2026,VÍA BOSCONIA-RÍO ARIGUANÍ RUTA 4517 PR 14+930 SENTIDO SUR-NORTE,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C24, C29, C35, D02, D05, D07",90,Radar Doppler,Fijo,C4SN,10.099102,-73.937797,,,,,,,,,,23/03/2031
,SOL0000015225,CU000000000768,Autorizada instalar,CESAR,EL COPEY,24/03/2026,VÍA BOSCONIA-RÍO ARIGUANÍ RUTA 4517 PR 14+930 SENTIDO NORTE-SUR,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C24, C29, C35, D02, D05, D07",90,Radar Doppler,Fijo,C4NS,10.098992,-73.938188,,,,,,,,,,23/03/2031
,SOL0000014764,CU000000000303,Autorizada instalar,CUNDINAMARCA,NILO,24/03/2026,"Ruta Nacional 4005, PR14+600 Setido Sur - Norte",SECRETARIA DE MOVILIDAD CONTEMPORANEA DE CUNDINAMARCA,Departamental,"C24, C26, C29, C35, D02, D05",80,Radar Doppler,Móvil,ROB5043306,4.238988,-74.720904,,,,,,,,,,23/03/2031
,SOL0000014704,CU000000000767,Autorizada instalar,CESAR,LA PAZ,12/03/2026,"RN 8004 Km 13+236 (Calle 6 con carrera 7, sentido Norte–Sur)",SECRETARIA DE TRANSITO MUNICIPAL DE LA PAZ,Municipal,"C02, C24, C31, C32, C35, D02, D04, D07",None,Video Detección (Con Analítica de Video),Fijo,LAPAZ1,10.3873556,-73.17031388,,,,,,,,,,11/03/2031
,SOL0000014704,CU000000000766,Autorizada instalar,CESAR,LA PAZ,12/03/2026,"RN 4901 PR 140+115 (Calle 6 con carrera 6, sentido Sur–Norte)",SECRETARIA DE TRANSITO MUNICIPAL DE LA PAZ,Municipal,"C02, C24, C31, C32, C35, D02, D04, D07",None,Video Detección (Con Analítica de Video),Fijo,LAPAZ2,10.3865611,-73.17073333,,,,,,,,,,11/03/2031
,SOL0000015205,CU000000000516,Autorizada instalar,CESAR,SAN ALBERTO,11/03/2026,VÍA SAN ALBERTO - LA MATA RUTA 4514 PR 3+894 SENTIDO NORTE-SUR,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C24, C29, C35, D02, D05, D07",90,Radar Doppler,Fijo,C2NS,7.805028,-73.412258,,,,,,,,,,10/03/2031
,SOL0000015205,CU000000000516,Autorizada instalar,CESAR,SAN ALBERTO,11/03/2026,VÍA SAN ALBERTO - LA MATA RUTA 4514 PR 3+885 SENTIDO SUR-NORTE,INSTITUTO DEPARTAMENTAL DE TRANSITO DEL CESAR,Departamental,"C24, C29, C35, D02, D05, D07",90,Radar Doppler,Fijo,C2SN,7.805125,-73.411919,,,,,,,,,,10/03/2031
,SOL0000011704,CU000000000765,Autorizada instalar,ATLANTICO,SABANALARGA,11/03/2026,VIA NACIONAL RUTA 9006 PR 75+500,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DEL MUNICIPIO DE SABANALARGA,Municipal,"C24, C29, C35, D02, D06, D07",60,Video Detección (Con Analítica de Video),Fijo,SAB01,10.640116,-74.940048,,,,,,,,,,10/03/2031
,SOL0000014605,CU000000000764,Autorizada instalar,NARINO,PASTO,06/03/2026,"Carrera 35A entre Calle 16d y Calle 16a (calzada central, sentido norte-sur).",SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPAL DE PASTO,Municipal,"C02, C14, C19, C24, C29, C35, D02",50,Radar Doppler,Fijo,NARPAST005,1.222662,-77.286325,,,,,,,,,,05/03/2031
,SOL0000014605,CU000000000763,Autorizada instalar,NARINO,PASTO,06/03/2026,Carrera 35A entre Calle 16 y Calle 16b (calzada central sentido Sur-Norte),SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPAL DE PASTO,Municipal,"C02, C14, C19, C24, C29, C35, D02",50,Radar Doppler,Fijo,NARPAST006,1.222105,-77.286544,,,,,,,,,,05/03/2031
,SOL0000014664,CU000000000762,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,04/03/2026,AV NQS - CL 47A (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI48CAM1,4.637821,-74.079444,,,,,,,,,,03/03/2031
,SOL0000014664,CU000000000762,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,04/03/2026,AV NQS - CL 47A (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI48CAM2,4.637821,-74.079444,,,,,,,,,,03/03/2031
,SOL0000014664,CU000000000761,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,04/03/2026,AV NQS - CL 47A (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI48CAM3,4.637838,-74.079022,,,,,,,,,,03/03/2031
,SOL0000014664,CU000000000761,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,04/03/2026,AV NQS - CL 47A (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI48CAM4,4.637838,-74.079022,,,,,,,,,,03/03/2031
,SOL0000014604,CU000000000760,Autorizada instalar,NARINO,PASTO,03/03/2026,Calle 22 # 07 - 27 Occidente - Oriente,SECRETARIA DE TRANSITO Y TRANSPORTE MUNICIPAL DE PASTO,Municipal,"C02, C14, C24, C29, C32, C35, D02, D04",30,Radar Doppler,Fijo,NARPAST004,1.205723,-77.26758,,,,,,,,,,02/03/2031
,SOL0000014684,CU000000000758,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,24/02/2026,AV AMÉRICAS - CR 58 (O-E),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI49CAM4,4.627825,-74.115063,,,,,,,,,,23/02/2031
,SOL0000014684,CU000000000759,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,24/02/2026,AV AMÉRICAS - CR 58 (E-O),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI49CAM1,4.628517,-74.114517,,,,,,,,,,23/02/2031
,SOL0000014684,CU000000000758,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,24/02/2026,AV AMÉRICAS - CR 58 (O-E),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI49CAM3,4.627825,-74.115063,,,,,,,,,,23/02/2031
,SOL0000014684,CU000000000759,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,24/02/2026,AV AMÉRICAS - CR 58 (E-O),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C14, C24, C29, C35, D02",50,Radar Doppler,Fijo,DEI49CAM2,4.628517,-74.114517,,,,,,,,,,23/02/2031
,SOL0000015145,CU000000000757,Autorizada instalar,CUNDINAMARCA,CHIA,23/02/2026,RUTA 45A04 PR 3 +160 SENTIDO SN,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02",80,Video Detección (Con Analítica de Video),Fijo,P5BSN,4.833934,-74.032432,,,,,,,,,,22/02/2031
,SOL0000015145,CU000000000757,Autorizada instalar,CUNDINAMARCA,CHIA,23/02/2026,RUTA 45A04 PR 3 +160 SENTIDO SN,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02",80,Video Detección (Con Analítica de Video),Fijo,P5ASN,4.833945,-74.032489,,,,,,,,,,22/02/2031
,SOL0000015145,CU000000000756,Autorizada instalar,CUNDINAMARCA,CHIA,23/02/2026,RUTA 45A04 PR 3 +160 SENTIDO NS,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02",80,Video Detección (Con Analítica de Video),Fijo,P5BNS,4.834026,-74.033056,,,,,,,,,,22/02/2031
,SOL0000015145,CU000000000756,Autorizada instalar,CUNDINAMARCA,CHIA,23/02/2026,RUTA 45A04 PR 3 +160 SENTIDO NS,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02",80,Video Detección (Con Analítica de Video),Fijo,P5ANS,4.834036,-74.033124,,,,,,,,,,22/02/2031
,SOL0000012564,CU000000000754,Autorizada instalar,VALLE DEL CAUCA,GUADALAJARA DE BUGA,13/02/2026,"TRONCAL DE OCCIDENTE, RUTA NACIONAL 25, TRAMO 2505, SENTIDO NORTE SUR  PR 75+525",SECRETARIA DE MOVILIDAD DE GUADALAJARA DE BUGA,Municipal,"C24, C26, C29, C35, D02, D05, D07",70,Radar Doppler,Fijo,BUGPR75S1,3.955508,-76.270755,,,,,,,,,,12/02/2031
,SOL0000014904,CU000000000753,Autorizada instalar,CALDAS,MANIZALES,30/01/2026,"Ruta 5005, en el PR 13+950 , sentido SSE-NNO",SECRETARIA DE MOVILIDAD DE MANIZALES,Municipal,"C24, C29, C35, D02",60,Radar Doppler,Fijo,SASTtambo,5.052941,-75.567735,,,,,,,,,,29/01/2031
,SOL0000014905,CU000000000752,Autorizada instalar,CALDAS,MANIZALES,30/01/2026,"Ruta 5005, en el PR 12+300, mall, sentido SSO-NNE",SECRETARIA DE MOVILIDAD DE MANIZALES,Municipal,"C24, C29, C35, D02",60,Radar Doppler,Fijo,SASTMall,5.047677,-75.574713,,,,,,,,,,29/01/2031
,SOL0000014404,CU000000000751,Autorizada instalar,ANTIOQUIA,AMAGA,29/01/2026,Ruta 25BAN01 PR 27+160 sentido sur-norte,SECRETARÍA MOVILIDAD DE AMAGÁ,Municipal,"C24, C29, C35, D02, D05",90,Radar Doppler,Fijo,PACIFICO2,6.02974777,-75.74193792,,,,,,,,,,28/01/2031
,SOL0000014264,CU000000000750,Autorizada instalar,CUNDINAMARCA,CHIA,23/01/2026,AVENIDA PRADILLA CON CARRERA 5 ESTE - SENTIDO ORIENTE-OCCIDENTE,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02",30,Video Detección (Con Analítica de Video),Fijo,P8OR,4.864817,-74.040858,,,,,,,,,,22/01/2031
,SOL0000014264,CU000000000749,Autorizada instalar,CUNDINAMARCA,CHIA,23/01/2026,AVENIDA PRADILLA CON CARRERA 5 ESTE - SENTIDO OCCIDENTE-ORIENTE,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02",30,Video Detección (Con Analítica de Video),Fijo,P8OC,4.864669,-74.040756,,,,,,,,,,22/01/2031
,SOL0000014244,CU000000000748,Autorizada instalar,CUNDINAMARCA,CHIA,22/01/2026,RUTA 21 PR 22+ 860 SENTIDO SUR NORTE,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02, D07",50,Video Detección (Con Analítica de Video),Fijo,P7BSN,4.84328,-74.081191,,,,,,,,,,21/01/2031
,SOL0000014244,CU000000000747,Autorizada instalar,CUNDINAMARCA,CHIA,22/01/2026,RUTA 21 PR 22+ 860 SENTIDO NORTE SUR,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02, D07",50,Video Detección (Con Analítica de Video),Fijo,P7ANS,4.843182,-74.081397,,,,,,,,,,21/01/2031
,SOL0000014144,CU000000000504,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,16/01/2026,AV CIUDAD DE CALI - AV SUBA (S-N),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C03, C14, C24, C29, C32, C35, D02, D04",50,Radar Doppler,Fijo,DEI32CAM01,4.746015,-74.096524,,,,,,,,,,15/01/2031
,SOL0000014144,CU000000000498,Autorizada instalar,BOGOTA D.C,BOGOTA D.C,16/01/2026,AV CIUDAD DE CALI - AV SUBA (N-S),SECRETARIA DISTRITAL DE MOVILIDAD,Distrital,"C02, C03, C14, C24, C29, C32, C35, D02, D04",50,Radar Doppler,Fijo,DEI32CAM02,4.74701,-74.096011,,,,,,,,,,15/01/2031
,SOL0000014065,CU000000000745,Autorizada instalar,CUNDINAMARCA,CHIA,13/01/2026,RUTA 45A04 PR 6+475 SENTIDO WE,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02",60,Video Detección (Con Analítica de Video),Fijo,P2AWE,4.856435,-74.03377,,,,,,,,,,12/01/2031
,SOL0000014065,CU000000000744,Autorizada instalar,CUNDINAMARCA,CHIA,13/01/2026,RUTA 45A04 PR 6+475 SENTIDO WE,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02",60,Video Detección (Con Analítica de Video),Fijo,P2BWE,4.856498,-74.033708,,,,,,,,,,12/01/2031
,SOL0000014085,CU000000000743,Autorizada instalar,CUNDINAMARCA,CHIA,13/01/2026,RUTA 5501 PR 4+400 SENTIDO SUR-NORTE,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02",80,Video Detección (Con Analítica de Video),Fijo,P4SN,4.839532,-74.028386,,,,,,,,,,12/01/2031
,SOL0000014085,CU000000000742,Autorizada instalar,CUNDINAMARCA,CHIA,13/01/2026,RUTA 5501 PR 4+400 SENTIDO NORTE-SUR,Secretaría de Movilidad Municipal de Chía,Municipal,"C24, C29, C35, D02",80,Video Detección (Con Analítica de Video),Fijo,P4NS,4.839497,-74.028531,,,,,,,,,,12/01/2031
,SOL0000014044,CU000000000521,Autorizada instalar,MAGDALENA,FUNDACION,13/01/2026,VIA NACIONAL RUTA 4518 PR 15+200 SENTIDO N-S,ENTIDAD DESCENTRALIZADA – INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE “INTRASFUN”,Municipal,"C24, C29, C35, D02, D07",90,Video Detección (Con Analítica de Video),Móvil,PUNTO2NS,10.366694,-74.087902,,,,,,,,,,12/01/2031
,SOL0000014044,CU000000000521,Autorizada instalar,MAGDALENA,FUNDACION,13/01/2026,VIA NACIONAL RUTA 4518 PR 15+200 SENTIDO S-N,ENTIDAD DESCENTRALIZADA – INSTITUTO MUNICIPAL DE TRANSITO Y TRANSPORTE “INTRASFUN”,Municipal,"C24, C29, C35, D02, D07",90,Video Detección (Con Analítica de Video),Móvil,PUNTO2SN,10.36692,-74.087725,,,,,,,,,,12/01/2031
,SOL0000014124,CU000000000336,Autorizada instalar,SANTANDER,BARRANCABERMEJA,08/01/2026,Calle 60 por Carrera 21 (Oriente-Occidente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp1A,7.068522,-73.855547,,,,,,,,,,07/01/2031
,SOL0000014124,CU000000000335,Autorizada instalar,SANTANDER,BARRANCABERMEJA,08/01/2026,Calle 60 por Carrera 21 (Occidente-Oriente),INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,Municipal,"C03, C14, C24, C32, C35, C37, D02, D03, D04, D05, D07",None,Video Detección (Con Analítica de Video),Fijo,Disp1B,7.068369,-73.856161,,,,,,,,,,07/01/2031
,SOL0000014084,CU000000000719,Autorizada instalar,CUNDINAMARCA,CHIA,07/01/2026,RUTA 5501 PR 11+955 NORTE-SUR,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02, D03",80,Video Detección (Con Analítica de Video),Fijo,EQUIPOP3BN,4.900043,-74.005946,,,,,,,,,,06/01/2031
,SOL0000014084,CU000000000716,Autorizada instalar,CUNDINAMARCA,CHIA,07/01/2026,RUTA 5501 PR 11+958 SUR-NORTE,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02, D03",80,Video Detección (Con Analítica de Video),Fijo,EQUIPOP3AS,4.899923,-74.005706,,,,,,,,,,06/01/2031
,SOL0000014084,CU000000000715,Autorizada instalar,CUNDINAMARCA,CHIA,07/01/2026,RUTA 5501 PR 11+958 SUR-NORTE,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02, D03",80,Video Detección (Con Analítica de Video),Fijo,EQUIPOP3BS,4.899902,-74.005665,,,,,,,,,,06/01/2031
,SOL0000014084,CU000000000714,Autorizada instalar,CUNDINAMARCA,CHIA,07/01/2026,RUTA 5501 PR 11+955 SENTIDO NS,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02, D03",80,Video Detección (Con Analítica de Video),Fijo,EQUIPOP3AN,4.900062,-74.005987,,,,,,,,,,06/01/2031
,SOL0000014145,CU000000000713,Autorizada instalar,ANTIOQUIA,AMAGA,06/01/2026,RUTA 25BAN01 PR 32+982 SENTIDO SUR-NORTE.,SECRETARÍA MOVILIDAD DE AMAGÁ,Municipal,"C24, C29, C35, D02, D05",90,Radar Doppler,Fijo,PACIFICO1,6.02144676,-75.70338895,,,,,,,,,,05/01/2031
,SOL0000013984,CU000000000712,Autorizada instalar,CUNDINAMARCA,CHIA,06/01/2026,RUTA 45A04 PR 10+102 NS,Secretaría de Movilidad Municipal de Chía,Municipal,"C02, C24, C29, C35, D02, D07",80,Video Detección (Con Analítica de Video),Fijo,P1ANS,4.887215,-74.035916,,,,,,,,,,05/01/2031
